servidor;timestamp;cpu_porcentagem;cpu_ociosa_porcentagem;cpu_usuarios_porcentagem;cpu_sistema_porcentagem;cpu_loadavg;ram_porcentagem;ram_mb;ram_gb;ram_disp_porcentagem;ram_disp_mb;ram_disp_gb;ram_swap_porcentagem;ram_swap_mb;ram_swap_gb;disco_porcentagem;disco_mb;disco_gb;disco_livre_porcentagem;disco_livre_mb;disco_livre_gb;disco_throughput_mbs;disco_throughput_gbs
henry;16/10/2025 21:14;0.0;100.0;0.0;0.0;(0.06, 0.22, 0.21);41.0;10053.58;9.82;59.01;14475.03;14.14;12.8;196.0;0.19;54.7;250190.29;244.33;45.25;206801.71;201.95;0.03;0.0
henry;16/10/2025 21:15;0.8;99.2;0.8;0.0;(0.05, 0.22, 0.21);41.0;10051.71;9.82;59.02;14476.9;14.14;12.8;196.0;0.19;54.7;250190.46;244.33;45.25;206801.53;201.95;0.16;0.0
henry;16/10/2025 21:15;0.0;100.0;0.0;0.0;(0.04, 0.21, 0.21);41.0;10050.03;9.81;59.03;14478.59;14.14;12.8;196.0;0.19;54.7;250190.69;244.33;45.25;206801.31;201.95;0.16;0.0
henry;16/10/2025 21:15;3.8;96.2;2.3;0.8;(0.04, 0.21, 0.21);40.9;10031.01;9.8;59.1;14497.6;14.16;12.8;196.0;0.19;54.7;250190.88;244.33;45.25;206801.12;201.95;0.0;0.0
henry;16/10/2025 21:15;0.0;100.0;0.0;0.0;(0.04, 0.21, 0.21);40.9;10037.79;9.8;59.08;14490.82;14.15;12.8;196.0;0.19;54.7;250191.05;244.33;45.25;206800.95;201.95;0.33;0.0
henry;16/10/2025 21:15;1.5;98.5;1.5;0.0;(0.03, 0.2, 0.21);40.9;10024.88;9.79;59.13;14503.74;14.16;12.8;196.0;0.19;54.7;250191.16;244.33;45.25;206800.83;201.95;0.03;0.0
henry;16/10/2025 21:15;0.0;100.0;0.0;0.0;(0.03, 0.2, 0.2);40.7;9990.15;9.76;59.27;14538.46;14.2;12.8;196.0;0.19;54.7;250191.34;244.33;45.25;206800.66;201.95;0.0;0.0
henry;16/10/2025 21:15;0.0;100.0;0.0;0.0;(0.03, 0.19, 0.2);40.7;9986.71;9.75;59.29;14541.9;14.2;12.8;196.0;0.19;54.7;250191.53;244.33;45.25;206800.46;201.95;0.58;0.0
henry;16/10/2025 21:15;0.8;99.2;0.8;0.0;(0.02, 0.19, 0.2);40.8;10014.73;9.78;59.17;14513.89;14.17;12.8;196.0;0.19;54.7;250191.78;244.33;45.25;206800.21;201.95;0.02;0.0
henry;16/10/2025 21:15;0.0;100.0;0.0;0.0;(0.02, 0.19, 0.2);40.8;10007.73;9.77;59.2;14520.88;14.18;12.8;196.0;0.19;54.7;250191.89;244.33;45.25;206800.1;201.95;0.24;0.0
henry;16/10/2025 21:15;10.9;89.1;7.0;3.9;(0.02, 0.18, 0.2);40.8;10000.67;9.77;59.23;14527.94;14.19;12.8;196.0;0.19;54.7;250192.58;244.33;45.25;206799.42;201.95;0.0;0.0
henry;16/10/2025 21:16;0.0;100.0;0.0;0.0;(0.02, 0.18, 0.2);40.8;10004.89;9.77;59.21;14523.72;14.18;12.8;196.0;0.19;54.7;250192.76;244.33;45.25;206799.24;201.95;0.0;0.0
henry;16/10/2025 21:16;0.0;100.0;0.0;0.0;(0.02, 0.17, 0.2);40.8;10004.44;9.77;59.21;14524.17;14.18;12.8;196.0;0.19;54.7;250192.95;244.33;45.25;206799.04;201.95;0.59;0.0
henry;16/10/2025 21:16;0.0;100.0;0.0;0.0;(0.01, 0.17, 0.19);40.7;9994.94;9.76;59.25;14533.67;14.19;12.8;196.0;0.19;54.7;250193.13;244.33;45.25;206798.87;201.95;0.01;0.0
henry;16/10/2025 21:16;0.0;100.0;0.0;0.0;(0.01, 0.17, 0.19);40.7;9984.81;9.75;59.29;14543.8;14.2;12.8;196.0;0.19;54.7;250193.29;244.33;45.25;206798.7;201.95;0.03;0.0
henry;16/10/2025 21:16;0.0;100.0;0.0;0.0;(0.01, 0.17, 0.19);40.7;9974.01;9.74;59.34;14554.61;14.21;12.8;196.0;0.19;54.7;250193.41;244.33;45.25;206798.59;201.95;1.15;0.0
henry;16/10/2025 21:16;0.8;99.2;0.0;0.8;(0.01, 0.16, 0.19);40.6;9969.96;9.74;59.35;14558.65;14.22;12.8;196.0;0.19;54.7;250190.1;244.33;45.25;206801.9;201.95;0.0;0.0
henry;16/10/2025 21:16;0.8;99.2;0.0;0.8;(0.01, 0.16, 0.19);40.6;9967.92;9.73;59.36;14560.69;14.22;12.8;196.0;0.19;54.7;250190.29;244.33;45.25;206801.71;201.95;0.28;0.0
henry;16/10/2025 21:16;0.0;100.0;0.0;0.0;(0.01, 0.16, 0.19);40.8;10009.09;9.77;59.19;14519.52;14.18;12.8;196.0;0.19;54.7;250190.55;244.33;45.25;206801.45;201.95;0.12;0.0
henry;16/10/2025 21:16;8.6;91.4;7.0;1.6;(0.01, 0.15, 0.19);40.8;10013.43;9.78;59.18;14515.19;14.17;12.8;196.0;0.19;54.7;250190.66;244.33;45.25;206801.34;201.95;0.38;0.0
henry;16/10/2025 21:16;0.0;100.0;0.0;0.0;(0.01, 0.15, 0.19);40.6;9948.45;9.72;59.44;14580.17;14.24;12.8;196.0;0.19;54.7;250194.89;244.33;45.25;206797.1;201.95;0.0;0.0
henry;16/10/2025 21:17;1.6;98.4;0.8;0.8;(0.01, 0.15, 0.18);40.6;9954.41;9.72;59.42;14574.21;14.23;12.8;196.0;0.19;54.7;250195.01;244.33;45.25;206796.99;201.95;0.31;0.0
henry;16/10/2025 21:17;0.0;100.0;0.0;0.0;(0.01, 0.14, 0.18);40.6;9951.97;9.72;59.43;14576.64;14.24;12.8;196.0;0.19;54.7;250195.19;244.33;45.25;206796.81;201.95;0.0;0.0
henry;16/10/2025 21:17;0.0;100.0;0.0;0.0;(0.01, 0.14, 0.18);40.5;9937.05;9.7;59.49;14591.56;14.25;12.8;196.0;0.19;54.7;250195.36;244.33;45.25;206796.63;201.95;0.0;0.0
henry;16/10/2025 21:17;0.0;100.0;0.0;0.0;(0.0, 0.14, 0.18);40.5;9934.29;9.7;59.5;14594.32;14.25;12.8;196.0;0.19;54.7;250195.48;244.33;45.25;206796.52;201.95;0.5;0.0
henry;16/10/2025 21:17;1.5;98.5;0.0;1.5;(0.0, 0.14, 0.18);40.5;9928.75;9.7;59.52;14599.87;14.26;12.8;196.0;0.19;54.7;250195.59;244.33;45.25;206796.4;201.95;0.0;0.0
henry;16/10/2025 21:17;10.9;89.1;9.4;1.6;(0.32, 0.2, 0.2);40.9;10038.42;9.8;59.07;14490.2;14.15;12.8;196.0;0.19;54.7;250196.04;244.33;45.25;206795.96;201.95;0.72;0.0
henry;16/10/2025 21:17;5.3;94.7;5.3;0.0;(0.3, 0.19, 0.2);40.9;10042.88;9.81;59.06;14485.73;14.15;12.8;196.0;0.19;54.7;250196.01;244.33;45.25;206795.98;201.95;0.0;0.0
henry;16/10/2025 21:17;6.2;93.8;2.3;3.8;(0.83, 0.31, 0.24);41.1;10080.62;9.84;58.9;14447.99;14.11;12.8;196.0;0.19;54.7;250196.25;244.33;45.25;206795.75;201.95;0.46;0.0
henry;16/10/2025 21:17;3.1;96.9;1.5;1.5;(0.77, 0.3, 0.24);41.1;10069.11;9.83;58.95;14459.5;14.12;12.8;196.0;0.19;54.7;250194.6;244.33;45.25;206797.39;201.95;0.43;0.0
henry;16/10/2025 21:17;7.8;92.2;7.0;0.8;(0.71, 0.3, 0.23);41.2;10105.32;9.87;58.8;14423.3;14.09;12.8;196.0;0.19;54.7;250194.67;244.33;45.25;206797.33;201.95;0.02;0.0
henry;16/10/2025 21:18;8.6;91.4;4.7;3.9;(0.75, 0.32, 0.24);41.0;10054.44;9.82;59.01;14474.18;14.13;12.8;196.0;0.19;54.7;250194.85;244.33;45.25;206797.15;201.95;0.49;0.0
henry;16/10/2025 21:18;7.0;93.0;3.9;3.1;(0.85, 0.35, 0.25);41.1;10091.99;9.86;58.86;14436.62;14.1;12.8;196.0;0.19;54.7;250195.21;244.33;45.25;206796.78;201.95;0.0;0.0
henry;16/10/2025 21:18;13.3;86.7;3.1;10.2;(0.78, 0.34, 0.25);41.1;10085.54;9.85;58.88;14443.08;14.1;12.8;196.0;0.19;54.7;250195.34;244.33;45.25;206796.65;201.95;0.27;0.0
henry;16/10/2025 21:18;0.0;100.0;0.0;0.0;(0.72, 0.34, 0.25);41.1;10069.15;9.83;58.95;14459.46;14.12;12.8;196.0;0.19;54.7;250195.46;244.33;45.25;206796.54;201.95;0.0;0.0
henry;16/10/2025 21:18;2.3;97.7;0.8;1.6;(0.66, 0.33, 0.25);41.0;10054.86;9.82;59.01;14473.75;14.13;12.8;196.0;0.19;54.7;250195.57;244.33;45.25;206796.43;201.95;0.0;0.0
henry;16/10/2025 21:18;0.0;100.0;0.0;0.0;(0.56, 0.32, 0.25);41.0;10053.84;9.82;59.01;14474.77;14.14;12.8;196.0;0.19;54.7;250195.75;244.33;45.25;206796.25;201.95;1.45;0.0
henry;16/10/2025 21:18;0.0;100.0;0.0;0.0;(0.52, 0.31, 0.24);40.9;10022.85;9.79;59.14;14505.77;14.17;12.8;196.0;0.19;54.7;250196.07;244.33;45.25;206795.93;201.95;0.0;0.0
henry;16/10/2025 21:18;0.0;100.0;0.0;0.0;(0.47, 0.31, 0.24);41.0;10045.36;9.81;59.05;14483.26;14.14;12.8;196.0;0.19;54.7;250196.18;244.33;45.25;206795.81;201.95;0.04;0.0
henry;16/10/2025 21:18;6.2;93.8;0.8;5.4;(0.44, 0.3, 0.24);40.9;10040.35;9.81;59.07;14488.27;14.15;12.8;196.0;0.19;54.7;250196.34;244.33;45.25;206795.66;201.95;0.0;0.0
henry;16/10/2025 21:18;12.6;87.4;7.1;5.5;(0.4, 0.3, 0.24);41.1;10092.35;9.86;58.85;14436.27;14.1;12.8;196.0;0.19;54.7;250195.56;244.33;45.25;206796.44;201.95;0.05;0.0
henry;16/10/2025 21:19;14.1;85.9;7.0;7.0;(0.34, 0.29, 0.24);41.3;10140.51;9.9;58.66;14388.11;14.05;12.8;196.0;0.19;54.7;250195.99;244.33;45.25;206796.01;201.95;0.76;0.0
henry;16/10/2025 21:19;4.7;95.3;1.6;3.1;(0.31, 0.28, 0.24);41.8;10242.55;10.0;58.24;14286.06;13.95;12.8;196.0;0.19;54.7;250197.53;244.33;45.25;206794.46;201.95;0.0;0.0
henry;16/10/2025 21:19;3.9;96.1;2.3;1.6;(0.29, 0.28, 0.23);41.5;10179.83;9.94;58.5;14348.78;14.01;12.8;196.0;0.19;54.7;250197.71;244.33;45.25;206794.29;201.95;0.82;0.0
henry;16/10/2025 21:19;8.7;91.3;7.1;1.6;(0.26, 0.28, 0.23);41.8;10244.46;10.0;58.23;14284.15;13.95;12.8;196.0;0.19;54.7;250186.95;244.32;45.25;206805.05;201.96;0.3;0.0
henry;16/10/2025 21:19;0.8;99.2;0.0;0.8;(0.24, 0.27, 0.23);41.5;10171.21;9.93;58.53;14357.41;14.02;12.8;196.0;0.19;54.7;250187.44;244.32;45.25;206804.56;201.96;0.19;0.0
henry;16/10/2025 21:19;0.8;99.2;0.8;0.0;(0.21, 0.26, 0.23);41.7;10226.6;9.99;58.31;14302.02;13.97;12.8;196.0;0.19;54.7;250187.61;244.32;45.25;206804.38;201.96;0.0;0.0
henry;16/10/2025 21:19;21.1;78.9;17.2;3.9;(1.63, 0.55, 0.33);42.0;10307.88;10.07;57.98;14220.73;13.89;12.8;196.0;0.19;54.7;250187.7;244.32;45.25;206804.29;201.96;0.02;0.0
henry;16/10/2025 21:19;18.1;81.9;14.2;2.4;(1.5, 0.55, 0.33);42.1;10319.45;10.08;57.93;14209.16;13.88;12.8;196.0;0.19;54.7;250189.07;244.33;45.25;206802.93;201.96;0.47;0.0
henry;16/10/2025 21:19;31.3;68.7;18.3;13.0;(1.38, 0.54, 0.32);42.0;10291.38;10.05;58.04;14237.23;13.9;12.8;196.0;0.19;54.7;250189.38;244.33;45.25;206802.62;201.96;0.21;0.0
henry;16/10/2025 21:19;10.2;89.8;5.5;4.7;(1.27, 0.53, 0.32);41.9;10282.14;10.04;58.08;14246.48;13.91;12.8;196.0;0.19;54.7;250190.18;244.33;45.25;206801.81;201.95;0.12;0.0
henry;16/10/2025 21:20;22.7;77.3;18.8;3.9;(1.07, 0.51, 0.32);42.0;10295.84;10.05;58.03;14232.78;13.9;12.8;196.0;0.19;54.7;250190.83;244.33;45.25;206801.17;201.95;0.0;0.0
henry;16/10/2025 21:20;60.9;39.1;42.2;18.8;(0.99, 0.5, 0.32);42.2;10351.51;10.11;57.8;14177.1;13.84;12.8;196.0;0.19;54.7;250188.55;244.32;45.25;206803.45;201.96;0.0;0.0
henry;16/10/2025 21:20;7.8;92.2;5.5;2.3;(0.91, 0.49, 0.32);42.1;10330.8;10.09;57.88;14197.81;13.87;12.8;196.0;0.19;54.7;250190.41;244.33;45.25;206801.58;201.95;0.08;0.0
henry;16/10/2025 21:20;0.8;99.2;0.8;0.0;(0.84, 0.49, 0.31);41.9;10281.63;10.04;58.08;14246.98;13.91;12.8;196.0;0.19;54.7;250190.46;244.33;45.25;206801.53;201.95;0.0;0.0
henry;16/10/2025 21:20;0.8;99.2;0.0;0.8;(0.77, 0.48, 0.31);41.9;10269.8;10.03;58.13;14258.81;13.92;12.8;196.0;0.19;54.7;250190.71;244.33;45.25;206801.29;201.95;0.01;0.0
henry;16/10/2025 21:20;7.0;93.0;3.9;3.1;(0.65, 0.46, 0.31);41.8;10248.1;10.01;58.22;14280.52;13.95;12.8;196.0;0.19;54.7;250190.89;244.33;45.25;206801.11;201.95;0.0;0.0
henry;16/10/2025 21:20;38.0;62.0;30.2;7.0;(0.6, 0.45, 0.31);41.5;10186.08;9.95;58.47;14342.53;14.01;12.8;196.0;0.19;54.7;250190.41;244.33;45.25;206801.58;201.95;0.15;0.0
henry;16/10/2025 21:20;3.1;96.9;2.3;0.8;(0.55, 0.45, 0.31);41.6;10214.29;9.97;58.36;14314.32;13.98;12.8;196.0;0.19;54.7;250190.77;244.33;45.25;206801.22;201.95;0.0;0.0
henry;16/10/2025 21:20;10.9;89.1;3.9;7.0;(0.51, 0.44, 0.3);41.7;10230.46;9.99;58.29;14298.15;13.96;12.8;196.0;0.19;54.7;250190.95;244.33;45.25;206801.04;201.95;0.0;0.0
henry;16/10/2025 21:20;22.5;77.5;19.4;2.3;(0.47, 0.43, 0.3);41.9;10288.37;10.05;58.06;14240.25;13.91;12.8;196.0;0.19;54.7;250191.66;244.33;45.25;206800.34;201.95;2.84;0.0
henry;16/10/2025 21:21;4.7;95.3;1.6;3.1;(0.4, 0.42, 0.3);42.1;10321.4;10.08;57.92;14207.21;13.87;12.8;196.0;0.19;54.7;250190.15;244.33;45.25;206801.85;201.95;0.0;0.0
henry;16/10/2025 21:21;0.0;100.0;0.0;0.0;(0.36, 0.41, 0.3);41.8;10262.9;10.02;58.16;14265.71;13.93;12.8;196.0;0.19;54.7;250190.14;244.33;45.25;206801.86;201.95;0.01;0.0
henry;16/10/2025 21:21;2.3;97.7;2.3;0.0;(0.33, 0.4, 0.3);41.8;10258.06;10.02;58.18;14270.55;13.94;12.8;196.0;0.19;54.7;250190.32;244.33;45.25;206801.68;201.95;0.0;0.0
henry;16/10/2025 21:21;0.0;100.0;0.0;0.0;(0.31, 0.4, 0.29);41.7;10224.59;9.98;58.32;14304.02;13.97;12.8;196.0;0.19;54.7;250190.5;244.33;45.25;206801.5;201.95;0.02;0.0
henry;16/10/2025 21:21;1.6;98.4;1.6;0.0;(0.28, 0.39, 0.29);41.6;10196.36;9.96;58.43;14332.25;14.0;12.8;196.0;0.19;54.7;250190.76;244.33;45.25;206801.24;201.95;0.05;0.0
henry;16/10/2025 21:21;0.0;100.0;0.0;0.0;(0.24, 0.38, 0.29);41.6;10202.54;9.96;58.41;14326.08;13.99;12.8;196.0;0.19;54.7;250191.05;244.33;45.25;206800.95;201.95;0.0;0.0
henry;16/10/2025 21:21;0.8;99.2;0.0;0.8;(0.22, 0.37, 0.29);41.6;10200.7;9.96;58.41;14327.91;13.99;12.8;196.0;0.19;54.7;250191.3;244.33;45.25;206800.69;201.95;0.01;0.0
henry;16/10/2025 21:21;0.0;100.0;0.0;0.0;(0.2, 0.37, 0.29);41.7;10230.02;9.99;58.29;14298.59;13.96;12.8;196.0;0.19;54.7;250191.48;244.33;45.25;206800.52;201.95;0.0;0.0
henry;16/10/2025 21:21;0.0;100.0;0.0;0.0;(0.19, 0.36, 0.28);41.7;10219.26;9.98;58.34;14309.36;13.97;12.8;196.0;0.19;54.7;250191.56;244.33;45.25;206800.44;201.95;0.48;0.0
henry;16/10/2025 21:21;0.0;100.0;0.0;0.0;(0.17, 0.35, 0.28);41.6;10201.51;9.96;58.41;14327.11;13.99;12.8;196.0;0.19;54.7;250191.74;244.33;45.25;206800.26;201.95;0.27;0.0
henry;16/10/2025 21:22;11.9;88.1;7.1;4.8;(0.15, 0.34, 0.28);41.6;10202.54;9.96;58.41;14326.07;13.99;12.8;196.0;0.19;54.7;250192.04;244.33;45.25;206799.95;201.95;0.02;0.0
henry;16/10/2025 21:22;7.8;92.2;3.9;3.9;(0.13, 0.34, 0.28);41.6;10207.11;9.97;58.39;14321.51;13.99;12.8;196.0;0.19;54.7;250192.17;244.33;45.25;206799.83;201.95;0.2;0.0
henry;16/10/2025 21:22;2.3;97.7;1.6;0.8;(0.12, 0.33, 0.28);41.5;10187.27;9.95;58.47;14341.35;14.01;12.8;196.0;0.19;54.7;250192.34;244.33;45.25;206799.65;201.95;0.0;0.0
henry;16/10/2025 21:22;9.4;90.6;5.5;3.9;(0.11, 0.33, 0.27);41.6;10196.87;9.96;58.43;14331.75;14.0;12.8;196.0;0.19;54.7;250194.84;244.33;45.25;206797.15;201.95;6.48;0.01
henry;16/10/2025 21:22;3.1;96.9;2.3;0.8;(0.1, 0.31, 0.27);41.5;10172.06;9.93;58.53;14356.55;14.02;12.8;196.0;0.19;54.8;250234.91;244.37;45.24;206757.08;201.91;0.0;0.0
henry;16/10/2025 21:22;0.0;100.0;0.0;0.0;(0.09, 0.31, 0.27);41.5;10169.78;9.93;58.54;14358.83;14.02;12.8;196.0;0.19;54.8;250235.09;244.37;45.24;206756.9;201.91;0.0;0.0
henry;16/10/2025 21:22;3.8;96.2;2.3;1.5;(0.08, 0.3, 0.27);41.4;10161.78;9.92;58.57;14366.84;14.03;12.8;196.0;0.19;54.8;250235.34;244.37;45.24;206756.65;201.91;0.17;0.0
henry;16/10/2025 21:22;3.9;96.1;3.9;0.0;(0.07, 0.3, 0.27);41.5;10190.2;9.95;58.46;14338.41;14.0;12.8;196.0;0.19;54.8;250260.16;244.39;45.24;206731.84;201.89;0.0;0.0
henry;16/10/2025 21:22;0.8;99.2;0.0;0.8;(0.07, 0.29, 0.27);41.5;10187.59;9.95;58.47;14341.02;14.0;12.8;196.0;0.19;54.8;250260.27;244.39;45.24;206731.73;201.89;0.26;0.0
henry;16/10/2025 21:22;1.6;98.4;0.0;1.6;(0.06, 0.28, 0.26);41.5;10186.93;9.95;58.47;14341.68;14.01;12.8;196.0;0.19;54.8;250260.45;244.39;45.24;206731.54;201.89;0.0;0.0
henry;16/10/2025 21:23;71.2;28.8;64.4;6.8;(0.05, 0.28, 0.26);41.7;10239.55;10.0;58.25;14289.06;13.95;12.8;196.0;0.19;54.8;250283.11;244.42;45.23;206708.88;201.86;6.72;0.01
henry;16/10/2025 21:23;0.0;100.0;0.0;0.0;(0.05, 0.28, 0.26);41.8;10261.79;10.02;58.16;14266.82;13.93;12.8;196.0;0.19;54.8;250327.26;244.46;45.22;206664.73;201.82;0.0;0.0
henry;16/10/2025 21:23;5.5;94.5;3.1;2.3;(0.05, 0.27, 0.26);41.8;10241.46;10.0;58.25;14287.15;13.95;12.8;196.0;0.19;54.8;250327.45;244.46;45.22;206664.54;201.82;0.0;0.0
henry;16/10/2025 21:23;0.8;99.2;0.0;0.8;(0.04, 0.27, 0.26);41.6;10215.62;9.98;58.35;14312.99;13.98;12.8;196.0;0.19;54.8;250327.77;244.46;45.22;206664.23;201.82;4.1;0.0
henry;16/10/2025 21:23;1.5;98.5;1.5;0.0;(0.04, 0.26, 0.25);41.6;10197.54;9.96;58.43;14331.07;14.0;12.8;196.0;0.19;54.8;250327.8;244.46;45.22;206664.2;201.82;0.0;0.0
henry;16/10/2025 21:23;10.9;89.1;7.0;3.9;(0.03, 0.25, 0.25);41.6;10207.91;9.97;58.38;14320.7;13.99;12.8;196.0;0.19;54.8;250327.98;244.46;45.22;206664.01;201.82;0.39;0.0
henry;16/10/2025 21:23;3.1;96.9;0.8;2.3;(0.03, 0.25, 0.25);41.6;10209.99;9.97;58.38;14318.62;13.98;12.8;196.0;0.19;54.8;250328.12;244.46;45.22;206663.87;201.82;0.0;0.0
henry;16/10/2025 21:23;0.8;99.2;0.0;0.8;(0.03, 0.25, 0.25);41.7;10222.07;9.98;58.33;14306.54;13.97;12.8;196.0;0.19;54.8;250328.43;244.46;45.22;206663.57;201.82;0.0;0.0
henry;16/10/2025 21:23;0.8;99.2;0.8;0.0;(0.03, 0.24, 0.25);41.6;10204.72;9.97;58.4;14323.89;13.99;12.8;196.0;0.19;54.8;250328.67;244.46;45.22;206663.33;201.82;0.1;0.0
henry;16/10/2025 21:23;3.9;96.1;2.3;1.6;(0.02, 0.23, 0.25);41.6;10203.23;9.96;58.4;14325.38;13.99;12.8;196.0;0.19;54.8;250328.85;244.46;45.22;206663.14;201.82;0.13;0.0
henry;16/10/2025 21:24;1.6;98.4;0.8;0.8;(0.02, 0.23, 0.24);41.6;10196.41;9.96;58.43;14332.2;14.0;12.8;196.0;0.19;54.8;250328.96;244.46;45.22;206663.03;201.82;0.38;0.0
henry;16/10/2025 21:24;0.8;99.2;0.0;0.8;(0.1, 0.24, 0.25);41.6;10200.86;9.96;58.41;14327.76;13.99;12.8;196.0;0.19;54.8;250329.14;244.46;45.22;206662.85;201.82;0.1;0.0
henry;16/10/2025 21:24;3.9;96.1;3.1;0.8;(0.09, 0.24, 0.25);41.5;10191.27;9.95;58.45;14337.35;14.0;12.8;196.0;0.19;54.8;250329.32;244.46;45.22;206662.67;201.82;0.02;0.0
henry;16/10/2025 21:24;4.7;95.3;1.6;3.1;(0.08, 0.23, 0.25);41.7;10218.77;9.98;58.34;14309.85;13.97;12.8;196.0;0.19;54.8;250325.7;244.46;45.22;206666.3;201.82;0.05;0.0
henry;16/10/2025 21:24;7.8;92.2;1.6;6.2;(0.07, 0.23, 0.24);41.6;10215.43;9.98;58.35;14313.18;13.98;12.8;196.0;0.19;54.8;250327.65;244.46;45.22;206664.35;201.82;0.0;0.0
henry;16/10/2025 21:24;11.3;88.7;4.5;5.3;(0.06, 0.22, 0.24);42.0;10312.94;10.07;57.96;14215.68;13.88;12.8;196.0;0.19;54.8;250336.14;244.47;45.22;206655.86;201.81;25.09;0.02
henry;16/10/2025 21:24;6.2;93.8;2.3;3.8;(0.06, 0.22, 0.24);42.2;10358.7;10.12;57.77;14169.92;13.84;12.8;196.0;0.19;54.8;250331.58;244.46;45.22;206660.42;201.82;0.3;0.0
henry;16/10/2025 21:24;6.2;93.8;4.7;1.6;(0.05, 0.22, 0.24);42.3;10384.27;10.14;57.66;14144.35;13.81;12.8;196.0;0.19;54.8;250331.64;244.46;45.22;206660.36;201.82;8.97;0.01
henry;16/10/2025 21:24;3.9;96.1;3.1;0.8;(0.05, 0.21, 0.24);42.4;10402.64;10.16;57.59;14125.98;13.79;12.8;196.0;0.19;54.8;250340.16;244.47;45.22;206651.84;201.81;0.01;0.0
henry;16/10/2025 21:24;5.5;94.5;0.8;4.7;(0.04, 0.2, 0.23);42.3;10382.64;10.14;57.67;14145.97;13.81;12.8;196.0;0.19;54.8;250340.3;244.47;45.22;206651.69;201.81;0.0;0.0
henry;16/10/2025 21:25;2.3;97.7;0.8;1.6;(0.04, 0.2, 0.23);42.2;10345.63;10.1;57.82;14182.98;13.85;12.8;196.0;0.19;54.8;250336.89;244.47;45.22;206655.1;201.81;35.28;0.03
henry;16/10/2025 21:25;1.6;98.4;1.6;0.0;(0.04, 0.2, 0.23);42.1;10329.01;10.09;57.89;14199.6;13.87;12.8;196.0;0.19;54.8;250337.22;244.47;45.22;206654.77;201.81;0.0;0.0
henry;16/10/2025 21:25;3.1;96.9;2.3;0.8;(0.03, 0.19, 0.23);42.0;10292.54;10.05;58.04;14236.07;13.9;12.8;196.0;0.19;54.8;250329.6;244.46;45.22;206662.39;201.82;0.31;0.0
henry;16/10/2025 21:25;0.0;100.0;0.0;0.0;(0.03, 0.19, 0.23);41.9;10274.33;10.03;58.11;14254.29;13.92;12.8;196.0;0.19;54.8;250329.71;244.46;45.22;206662.28;201.82;0.27;0.0
henry;16/10/2025 21:25;1.6;98.4;1.6;0.0;(0.03, 0.19, 0.23);41.8;10259.75;10.02;58.17;14268.86;13.93;12.8;196.0;0.19;54.8;250329.96;244.46;45.22;206662.04;201.82;0.11;0.0
henry;16/10/2025 21:25;1.6;98.4;0.0;1.6;(0.02, 0.18, 0.23);41.9;10266.88;10.03;58.14;14261.73;13.93;12.8;196.0;0.19;54.8;250330.14;244.46;45.22;206661.86;201.82;0.0;0.0
henry;16/10/2025 21:25;0.8;99.2;0.0;0.8;(0.02, 0.18, 0.22);41.9;10266.55;10.03;58.14;14262.06;13.93;12.8;196.0;0.19;54.8;250330.26;244.46;45.22;206661.74;201.82;0.0;0.0
henry;16/10/2025 21:25;2.3;97.7;0.8;0.8;(0.02, 0.18, 0.22);42.0;10309.59;10.07;57.97;14219.02;13.89;12.8;196.0;0.19;54.8;250330.45;244.46;45.22;206661.55;201.82;0.01;0.0
henry;16/10/2025 21:25;0.8;99.2;0.8;0.0;(0.02, 0.17, 0.22);42.0;10292.02;10.05;58.04;14236.59;13.9;12.8;196.0;0.19;54.8;250330.73;244.46;45.22;206661.27;201.82;0.01;0.0
henry;16/10/2025 21:25;3.1;96.9;2.3;0.8;(0.02, 0.17, 0.22);42.0;10289.93;10.05;58.05;14238.69;13.9;12.8;196.0;0.19;54.8;250330.92;244.46;45.22;206661.08;201.82;0.07;0.0
henry;16/10/2025 21:26;0.8;99.2;0.8;0.0;(0.01, 0.17, 0.22);41.9;10287.76;10.05;58.06;14240.85;13.91;12.8;196.0;0.19;54.8;250332.05;244.46;45.22;206659.94;201.82;0.0;0.0
henry;16/10/2025 21:26;2.3;97.7;1.6;0.8;(0.01, 0.16, 0.22);41.9;10287.08;10.05;58.06;14241.54;13.91;12.8;196.0;0.19;54.8;250332.23;244.47;45.22;206659.77;201.82;0.0;0.0
henry;16/10/2025 21:26;3.9;96.1;1.6;2.3;(0.01, 0.16, 0.22);41.7;10237.47;10.0;58.26;14291.14;13.96;12.8;196.0;0.19;54.8;250331.46;244.46;45.22;206660.54;201.82;0.0;0.0
henry;16/10/2025 21:26;4.7;95.3;0.0;4.7;(0.01, 0.16, 0.22);41.7;10228.73;9.99;58.3;14299.89;13.96;12.8;196.0;0.19;54.8;250331.64;244.46;45.22;206660.36;201.82;0.02;0.0
henry;16/10/2025 21:26;3.1;96.9;0.8;2.3;(0.01, 0.15, 0.21);41.7;10224.45;9.98;58.32;14304.17;13.97;12.8;196.0;0.19;54.8;250331.81;244.46;45.22;206660.18;201.82;0.03;0.0
henry;16/10/2025 21:26;2.3;97.7;1.6;0.8;(0.01, 0.15, 0.21);41.7;10222.16;9.98;58.33;14306.45;13.97;12.8;196.0;0.19;54.8;250331.93;244.46;45.22;206660.07;201.82;0.0;0.0
