servidor;timestamp;cpu_porcentagem;cpu_ociosa_porcentagem;cpu_usuarios_porcentagem;cpu_sistema_porcentagem;cpu_loadavg;ram_porcentagem;ram_mb;ram_gb;ram_disp_porcentagem;ram_disp_mb;ram_disp_gb;ram_swap_porcentagem;ram_swap_mb;ram_swap_gb;disco_porcentagem;disco_mb;disco_gb;disco_livre_porcentagem;disco_livre_mb;disco_livre_gb;disco_throughput_mbs;disco_throughput_gbs
ADM;20/10/2025 19:58;8.2;91.8;3.5;3.9;(0.64, 0.25, 0.09);79.2;12765.59;12.47;20.84;3361.2;3.28;4.4;192.04;0.19;55.9;272359.91;265.98;44.12;215047.08;210.01;8.71;0.01
ADM;20/10/2025 19:58;10.9;89.1;5.0;5.0;(0.59, 0.24, 0.09);78.7;12684.89;12.39;21.34;3441.89;3.36;4.4;192.04;0.19;55.9;272360.03;265.98;44.12;215046.97;210.01;0.23;0.0
ADM;20/10/2025 19:58;12.5;87.5;8.2;3.9;(0.54, 0.24, 0.09);78.6;12677.36;12.38;21.39;3449.42;3.37;4.4;192.04;0.19;55.9;272359.88;265.98;44.12;215047.12;210.01;0.29;0.0
ADM;20/10/2025 19:58;15.1;84.9;5.8;7.4;(0.46, 0.23, 0.09);79.0;12742.93;12.44;20.98;3383.86;3.3;4.4;192.04;0.19;55.9;272359.73;265.98;44.12;215047.27;210.01;0.53;0.0
ADM;20/10/2025 19:59;21.7;78.3;10.5;10.9;(0.42, 0.23, 0.09);78.5;12664.0;12.37;21.47;3462.78;3.38;4.4;192.04;0.19;55.9;272359.62;265.98;44.12;215047.37;210.01;0.34;0.0
ADM;20/10/2025 19:59;64.6;35.4;34.2;28.1;(0.39, 0.22, 0.09);79.8;12868.26;12.57;20.21;3258.52;3.18;4.4;192.04;0.19;55.9;272360.59;265.98;44.12;215046.4;210.01;4.77;0.0
ADM;20/10/2025 19:59;41.4;58.6;30.5;10.2;(0.36, 0.22, 0.09);80.3;12953.36;12.65;19.68;3173.42;3.1;4.4;192.04;0.19;55.9;272360.18;265.98;44.12;215046.82;210.01;0.0;0.0
ADM;20/10/2025 19:59;17.0;83.0;9.7;6.2;(0.33, 0.22, 0.09);79.8;12870.93;12.57;20.19;3255.85;3.18;4.4;192.04;0.19;55.9;272360.83;265.98;44.12;215046.16;210.01;0.02;0.0
ADM;20/10/2025 19:59;21.3;78.7;8.2;10.1;(0.28, 0.21, 0.09);79.8;12862.55;12.56;20.24;3264.23;3.19;4.3;186.96;0.18;55.9;272361.02;265.98;44.12;215045.97;210.01;0.8;0.0
ADM;20/10/2025 19:59;12.4;87.6;5.4;5.8;(0.26, 0.21, 0.09);79.5;12816.29;12.52;20.53;3310.49;3.23;4.3;186.96;0.18;55.9;272360.61;265.98;44.12;215046.39;210.01;0.12;0.0
ADM;20/10/2025 19:59;11.0;89.0;3.8;5.3;(0.24, 0.2, 0.09);78.9;12722.76;12.42;21.11;3404.02;3.32;4.3;186.96;0.18;55.9;272360.63;265.98;44.12;215046.37;210.01;0.12;0.0
ADM;20/10/2025 19:59;11.2;88.8;4.2;5.8;(0.22, 0.2, 0.09);78.8;12706.93;12.41;21.21;3419.86;3.34;4.3;186.96;0.18;55.9;272360.63;265.98;44.12;215046.36;210.01;0.0;0.0
ADM;20/10/2025 19:59;25.4;74.6;17.3;7.3;(0.2, 0.2, 0.09);78.2;12607.18;12.31;21.82;3519.61;3.44;4.3;186.96;0.18;55.9;272360.66;265.98;44.12;215046.34;210.01;0.0;0.0
ADM;20/10/2025 19:59;7.3;92.7;2.7;3.8;(0.17, 0.19, 0.09);78.1;12597.29;12.3;21.89;3529.5;3.45;4.3;186.96;0.18;55.9;272360.67;265.98;44.12;215046.33;210.01;0.1;0.0
ADM;20/10/2025 20:00;54.1;45.9;28.2;22.2;(0.16, 0.19, 0.09);79.3;12791.43;12.49;20.68;3335.35;3.26;3.9;168.73;0.16;55.9;272400.82;266.02;44.11;215006.18;209.97;47.7;0.05
ADM;20/10/2025 20:00;62.5;37.5;34.8;24.6;(0.14, 0.18, 0.08);79.7;12853.42;12.55;20.3;3273.36;3.2;4.1;176.39;0.17;55.9;272456.38;266.07;44.1;214950.62;209.91;23.73;0.02
ADM;20/10/2025 20:00;74.7;25.3;44.8;28.0;(0.13, 0.18, 0.08);78.8;12709.44;12.41;21.19;3417.34;3.34;4.1;176.39;0.17;55.9;272491.14;266.1;44.09;214915.86;209.88;50.64;0.05
ADM;20/10/2025 20:00;83.5;16.5;38.5;38.8;(0.2, 0.19, 0.09);81.7;13178.45;12.87;18.28;2948.33;2.88;4.1;176.39;0.17;55.9;272513.96;266.13;44.09;214893.03;209.86;34.5;0.03
ADM;20/10/2025 20:00;63.2;36.8;31.8;29.5;(0.32, 0.22, 0.1);84.4;13617.59;13.3;15.56;2509.19;2.45;4.1;176.39;0.17;55.9;272540.76;266.15;44.08;214866.24;209.83;18.88;0.02
ADM;20/10/2025 20:00;36.5;63.5;16.0;17.9;(0.29, 0.22, 0.1);83.9;13525.05;13.21;16.13;2601.73;2.54;4.0;176.25;0.17;55.9;272564.33;266.18;44.08;214842.67;209.81;38.86;0.04
ADM;20/10/2025 20:00;64.0;36.0;31.3;26.8;(0.27, 0.21, 0.1);82.4;13288.33;12.98;17.6;2838.45;2.77;4.3;187.36;0.18;55.9;272598.29;266.21;44.07;214808.7;209.77;37.67;0.04
ADM;20/10/2025 20:00;56.6;43.4;26.6;25.8;(0.41, 0.24, 0.11);81.8;13184.69;12.88;18.24;2942.09;2.87;4.3;187.36;0.18;55.9;272631.56;266.24;44.06;214775.44;209.74;14.99;0.01
ADM;20/10/2025 20:00;32.7;67.3;10.1;22.2;(0.61, 0.29, 0.12);81.0;13065.13;12.76;18.98;3061.65;2.99;4.4;192.45;0.19;55.9;272651.95;266.26;44.06;214755.05;209.72;0.29;0.0
ADM;20/10/2025 20:00;45.2;54.8;17.8;26.3;(0.52, 0.28, 0.12);80.5;12982.23;12.68;19.5;3144.55;3.07;4.4;192.45;0.19;55.9;272562.57;266.17;44.08;214844.42;209.81;1.55;0.0
ADM;20/10/2025 20:01;38.8;61.2;14.0;24.0;(0.48, 0.27, 0.12);80.4;12966.05;12.66;19.6;3160.73;3.09;4.4;192.45;0.19;55.9;272433.75;266.05;44.11;214973.25;209.93;1.64;0.0
ADM;20/10/2025 20:01;13.0;87.0;6.5;5.4;(0.44, 0.27, 0.12);79.5;12820.08;12.52;20.5;3306.7;3.23;4.4;192.45;0.19;55.9;272366.96;265.98;44.12;215040.04;210.0;1.12;0.0
ADM;20/10/2025 20:01;16.4;83.6;11.7;4.7;(0.41, 0.27, 0.12);78.6;12672.14;12.38;21.42;3454.64;3.37;4.4;192.67;0.19;55.9;272366.67;265.98;44.12;215040.32;210.0;0.0;0.0
ADM;20/10/2025 20:01;16.0;84.0;9.2;5.3;(0.37, 0.26, 0.12);77.9;12569.69;12.28;22.06;3557.09;3.47;4.4;193.04;0.19;55.9;272366.7;265.98;44.12;215040.3;210.0;0.73;0.0
ADM;20/10/2025 20:01;17.4;82.6;9.3;7.0;(0.32, 0.25, 0.12);78.2;12610.65;12.32;21.8;3516.13;3.43;4.4;193.04;0.19;55.9;272366.62;265.98;44.12;215040.38;210.0;0.18;0.0
ADM;20/10/2025 20:01;8.5;91.5;3.9;3.9;(0.29, 0.25, 0.12);77.6;12518.12;12.22;22.38;3608.66;3.52;4.4;193.04;0.19;55.9;272366.55;265.98;44.12;215040.45;210.0;0.0;0.0
ADM;20/10/2025 20:01;30.1;69.9;16.2;12.7;(0.27, 0.24, 0.12);77.4;12488.81;12.2;22.56;3637.97;3.55;4.4;193.04;0.19;55.9;272366.52;265.98;44.12;215040.48;210.0;1.51;0.0
ADM;20/10/2025 20:01;9.7;90.3;3.5;5.4;(0.25, 0.24, 0.12);76.7;12367.19;12.08;23.31;3759.59;3.67;4.4;193.04;0.19;55.9;272366.57;265.98;44.12;215040.43;210.0;0.0;0.0
ADM;20/10/2025 20:01;11.6;88.4;7.0;3.9;(0.23, 0.24, 0.12);76.8;12386.64;12.1;23.19;3740.14;3.65;4.4;193.04;0.19;55.9;272366.64;265.98;44.12;215040.36;210.0;1.47;0.0
ADM;20/10/2025 20:01;20.1;79.9;10.4;7.5;(0.19, 0.23, 0.12);71.3;11496.25;11.23;28.71;4630.53;4.52;4.4;193.04;0.19;55.9;272366.55;265.98;44.12;215040.44;210.0;0.0;0.0
ADM;20/10/2025 20:02;10.9;89.1;5.0;5.0;(0.18, 0.22, 0.11);71.2;11484.89;11.22;28.78;4641.89;4.53;4.4;193.04;0.19;55.9;272366.47;265.98;44.12;215040.52;210.0;0.0;0.0
ADM;20/10/2025 20:02;9.2;90.8;4.2;3.5;(0.16, 0.22, 0.11);71.2;11479.83;11.21;28.82;4646.95;4.54;4.4;193.04;0.19;55.9;272366.48;265.98;44.12;215040.51;210.0;0.05;0.0
ADM;20/10/2025 20:02;15.8;84.2;8.1;6.2;(0.15, 0.22, 0.11);70.8;11425.74;11.16;29.15;4701.04;4.59;4.4;193.04;0.19;55.9;272366.48;265.98;44.12;215040.51;210.0;0.0;0.0
ADM;20/10/2025 20:02;10.8;89.2;4.6;5.0;(0.14, 0.21, 0.11);70.6;11391.87;11.12;29.36;4734.91;4.62;4.4;193.04;0.19;55.9;272366.5;265.98;44.12;215040.5;210.0;0.0;0.0
ADM;20/10/2025 20:02;16.5;83.5;8.5;6.5;(0.12, 0.21, 0.11);71.0;11452.38;11.18;28.99;4674.4;4.56;4.0;174.07;0.17;55.9;272366.61;265.98;44.12;215040.39;210.0;0.0;0.0
ADM;20/10/2025 20:02;7.8;92.2;5.5;2.3;(0.11, 0.2, 0.11);71.0;11453.29;11.18;28.98;4673.5;4.56;4.0;174.07;0.17;55.9;272366.71;265.98;44.12;215040.29;210.0;0.0;0.0
ADM;20/10/2025 20:02;53.4;46.6;20.5;29.9;(0.1, 0.2, 0.11);71.3;11492.92;11.22;28.73;4633.86;4.53;4.0;174.07;0.17;55.9;272398.81;266.01;44.11;215008.18;209.97;35.34;0.03
ADM;20/10/2025 20:02;58.2;41.8;27.2;26.5;(0.09, 0.2, 0.11);71.5;11529.38;11.26;28.51;4597.4;4.49;4.0;174.07;0.17;55.9;272457.77;266.07;44.1;214949.23;209.91;11.86;0.01
ADM;20/10/2025 20:02;60.9;39.1;38.3;20.7;(0.08, 0.19, 0.11);71.7;11564.06;11.29;28.29;4562.72;4.46;4.0;174.07;0.17;55.9;272492.15;266.11;44.09;214914.85;209.88;22.33;0.02
ADM;20/10/2025 20:02;58.5;41.5;30.6;24.5;(0.07, 0.19, 0.11);72.0;11603.91;11.33;28.05;4522.88;4.42;4.0;174.07;0.17;55.9;272524.07;266.14;44.09;214882.93;209.85;26.97;0.03
ADM;20/10/2025 20:03;63.9;36.1;31.2;30.0;(0.06, 0.18, 0.11);71.8;11574.52;11.3;28.23;4552.27;4.45;4.0;174.07;0.17;55.9;272554.17;266.17;44.08;214852.83;209.82;34.19;0.03
ADM;20/10/2025 20:03;71.4;28.6;39.5;28.2;(0.06, 0.18, 0.11);72.3;11660.72;11.39;27.69;4466.06;4.36;4.0;174.07;0.17;55.9;272616.25;266.23;44.07;214790.75;209.76;21.99;0.02
ADM;20/10/2025 20:03;79.6;20.4;48.3;27.9;(0.05, 0.18, 0.11);72.7;11728.7;11.45;27.27;4398.09;4.3;4.0;174.07;0.17;55.9;272654.28;266.26;44.06;214752.72;209.72;26.23;0.03
ADM;20/10/2025 20:03;38.7;61.3;16.4;22.3;(0.05, 0.18, 0.11);71.6;11544.65;11.27;28.41;4582.13;4.47;4.0;174.07;0.17;55.9;272544.2;266.16;44.08;214862.8;209.83;2.6;0.0
ADM;20/10/2025 20:03;11.3;88.7;6.6;4.3;(0.04, 0.17, 0.1);71.5;11524.52;11.25;28.54;4602.27;4.49;4.0;174.07;0.17;55.9;272371.62;265.99;44.12;215035.38;210.0;0.0;0.0
ADM;20/10/2025 20:03;8.9;91.1;5.4;3.1;(0.04, 0.17, 0.1);71.4;11520.96;11.25;28.56;4605.82;4.5;4.0;174.07;0.17;55.9;272371.62;265.99;44.12;215035.38;210.0;0.0;0.0
ADM;20/10/2025 20:03;18.3;81.7;8.2;9.3;(0.04, 0.16, 0.1);71.5;11537.73;11.27;28.46;4589.05;4.48;4.0;174.07;0.17;55.9;272371.62;265.99;44.12;215035.38;210.0;0.2;0.0
ADM;20/10/2025 20:03;10.5;89.5;4.7;5.1;(0.03, 0.16, 0.1);71.7;11557.56;11.29;28.33;4569.22;4.46;4.0;174.07;0.17;55.9;272371.97;265.99;44.12;215035.02;210.0;0.0;0.0
ADM;20/10/2025 20:03;10.1;89.9;5.4;3.9;(0.03, 0.16, 0.1);71.6;11550.71;11.28;28.38;4576.07;4.47;4.0;174.07;0.17;55.9;272372.0;265.99;44.12;215034.99;210.0;0.0;0.0
ADM;20/10/2025 20:03;13.9;86.1;7.7;5.8;(0.03, 0.16, 0.1);71.7;11557.37;11.29;28.33;4569.41;4.46;4.0;174.07;0.17;55.9;272372.11;265.99;44.12;215034.89;210.0;0.0;0.0
ADM;20/10/2025 20:04;22.7;77.3;10.6;10.2;(0.02, 0.15, 0.1);69.3;11168.2;10.91;30.75;4958.59;4.84;4.0;174.07;0.17;55.9;272371.98;265.99;44.12;215035.01;210.0;0.0;0.0
ADM;20/10/2025 20:04;16.0;84.0;9.3;6.2;(0.02, 0.15, 0.1);69.2;11160.97;10.9;30.79;4965.81;4.85;4.0;174.07;0.17;55.9;272371.96;265.99;44.12;215035.03;210.0;0.0;0.0
ADM;20/10/2025 20:04;12.3;87.7;8.4;2.7;(0.02, 0.15, 0.1);69.3;11170.01;10.91;30.74;4956.77;4.84;4.0;174.07;0.17;55.9;272372.09;265.99;44.12;215034.91;210.0;0.14;0.0
ADM;20/10/2025 20:04;8.5;91.5;4.7;3.5;(0.02, 0.14, 0.1);68.8;11095.47;10.84;31.2;5031.31;4.91;4.0;174.07;0.17;55.9;272371.98;265.99;44.12;215035.02;210.0;0.0;0.0
ADM;20/10/2025 20:04;13.6;86.4;7.4;5.4;(0.02, 0.14, 0.1);68.1;10989.06;10.73;31.86;5137.72;5.02;4.0;174.07;0.17;55.9;272371.96;265.99;44.12;215035.03;210.0;0.0;0.0
ADM;20/10/2025 20:04;15.0;85.0;7.3;6.5;(0.01, 0.14, 0.1);68.1;10980.88;10.72;31.91;5145.9;5.03;4.0;174.07;0.17;55.9;272371.96;265.99;44.12;215035.03;210.0;0.0;0.0
ADM;20/10/2025 20:04;14.0;86.0;7.4;6.2;(0.01, 0.13, 0.1);68.1;10983.09;10.73;31.9;5143.69;5.02;4.0;174.07;0.17;55.9;272371.96;265.99;44.12;215035.04;210.0;0.0;0.0
ADM;20/10/2025 20:04;7.8;92.2;5.0;1.9;(0.01, 0.13, 0.1);68.1;10987.8;10.73;31.87;5138.98;5.02;4.0;174.07;0.17;55.9;272371.96;265.99;44.12;215035.04;210.0;0.0;0.0
ADM;20/10/2025 20:04;10.9;89.1;4.7;5.4;(0.01, 0.13, 0.1);68.2;11001.2;10.74;31.78;5125.59;5.01;4.0;174.07;0.17;55.9;272371.96;265.99;44.12;215035.04;210.0;0.0;0.0
ADM;20/10/2025 20:04;10.5;89.5;6.6;3.1;(0.01, 0.13, 0.1);68.2;11001.96;10.74;31.78;5124.82;5.0;4.0;174.07;0.17;55.9;272371.94;265.99;44.12;215035.05;210.0;0.0;0.0
ADM;20/10/2025 20:05;23.8;76.2;14.1;9.8;(0.01, 0.12, 0.09);68.5;11045.96;10.79;31.51;5080.82;4.96;4.0;174.07;0.17;55.9;272371.94;265.99;44.12;215035.05;210.0;3.39;0.0
ADM;20/10/2025 20:05;11.2;88.8;6.2;4.3;(0.01, 0.12, 0.09);68.4;11033.72;10.78;31.58;5093.06;4.97;4.0;174.07;0.17;55.9;272372.13;265.99;44.12;215034.87;209.99;0.0;0.0
ADM;20/10/2025 20:05;16.1;83.9;6.5;8.0;(0.01, 0.12, 0.09);68.4;11031.23;10.77;31.6;5095.55;4.98;4.0;174.07;0.17;55.9;272372.14;265.99;44.12;215034.85;209.99;0.0;0.0
ADM;20/10/2025 20:05;6.2;93.8;3.9;1.9;(0.01, 0.12, 0.09);68.5;11041.99;10.78;31.53;5084.79;4.97;4.0;174.07;0.17;55.9;272372.14;265.99;44.12;215034.86;209.99;0.05;0.0
ADM;20/10/2025 20:05;11.2;88.8;6.2;3.5;(0.01, 0.12, 0.09);68.2;10999.27;10.74;31.79;5127.51;5.01;4.0;174.07;0.17;55.9;272372.12;265.99;44.12;215034.87;209.99;0.0;0.0
ADM;20/10/2025 20:05;16.7;83.3;8.7;6.4;(0.01, 0.11, 0.09);68.3;11014.54;10.76;31.7;5112.24;4.99;4.0;174.07;0.17;55.9;272372.25;265.99;44.12;215034.75;209.99;0.16;0.0
ADM;20/10/2025 20:05;8.9;91.1;4.7;3.5;(0.0, 0.11, 0.09);68.4;11028.93;10.77;31.61;5097.85;4.98;4.0;174.07;0.17;55.9;272372.25;265.99;44.12;215034.75;209.99;0.0;0.0
ADM;20/10/2025 20:05;11.5;88.5;5.4;4.2;(0.0, 0.11, 0.09);68.3;11020.5;10.76;31.66;5106.28;4.99;4.0;174.07;0.17;55.9;272372.25;265.99;44.12;215034.75;209.99;0.0;0.0
ADM;20/10/2025 20:05;12.1;87.9;7.5;3.8;(0.0, 0.11, 0.09);68.5;11038.81;10.78;31.55;5087.97;4.97;4.0;174.07;0.17;55.9;272372.28;265.99;44.12;215034.71;209.99;0.09;0.0
ADM;20/10/2025 20:05;11.7;88.3;4.7;6.6;(0.0, 0.1, 0.09);68.4;11035.39;10.78;31.57;5091.39;4.97;4.0;174.07;0.17;55.9;272372.26;265.99;44.12;215034.73;209.99;0.0;0.0
ADM;20/10/2025 20:06;7.4;92.6;5.1;2.3;(0.0, 0.1, 0.09);68.5;11053.84;10.79;31.46;5072.95;4.95;4.0;174.07;0.17;55.9;272372.52;265.99;44.12;215034.48;209.99;0.0;0.0
ADM;20/10/2025 20:06;19.3;80.7;6.7;11.8;(0.0, 0.1, 0.09);68.6;11062.84;10.8;31.4;5063.94;4.95;4.0;174.07;0.17;55.9;272372.75;265.99;44.12;215034.24;209.99;0.0;0.0
ADM;20/10/2025 20:06;17.9;82.1;7.2;8.0;(0.0, 0.1, 0.09);68.8;11088.52;10.83;31.24;5038.26;4.92;4.0;174.07;0.17;55.9;272372.77;265.99;44.12;215034.22;209.99;0.02;0.0
ADM;20/10/2025 20:06;37.5;62.5;24.3;12.0;(0.0, 0.1, 0.09);69.5;11213.16;10.95;30.47;4913.62;4.8;4.7;203.04;0.2;55.9;272373.56;265.99;44.12;215033.43;209.99;6.32;0.01
ADM;20/10/2025 20:06;10.5;89.5;6.2;3.1;(0.0, 0.09, 0.09);69.3;11182.49;10.92;30.66;4944.29;4.83;4.7;203.04;0.2;55.9;272373.87;265.99;44.12;215033.12;209.99;0.0;0.0
ADM;20/10/2025 20:06;14.8;85.2;10.5;3.9;(0.0, 0.09, 0.09);67.8;10939.34;10.68;32.17;5187.44;5.07;4.7;203.04;0.2;55.9;272373.81;265.99;44.12;215033.19;209.99;0.43;0.0
ADM;20/10/2025 20:06;16.2;83.8;7.7;6.9;(0.0, 0.09, 0.08);67.2;10839.4;10.59;32.79;5287.38;5.16;4.7;203.04;0.2;55.9;272374.09;265.99;44.12;215032.9;209.99;0.03;0.0
ADM;20/10/2025 20:06;42.7;57.3;27.9;12.6;(0.0, 0.09, 0.08);69.4;11189.65;10.93;30.61;4937.13;4.82;4.5;197.97;0.19;55.9;272364.14;265.98;44.12;215042.86;210.0;1.05;0.0
ADM;20/10/2025 20:06;12.9;87.1;9.0;3.9;(0.0, 0.09, 0.08);68.8;11093.21;10.83;31.21;5033.57;4.92;4.5;197.97;0.19;55.9;272367.95;265.98;44.12;215039.05;210.0;0.09;0.0
ADM;20/10/2025 20:06;15.9;84.1;10.5;5.4;(0.0, 0.09, 0.08);68.3;11010.09;10.75;31.73;5116.69;5.0;4.5;197.97;0.19;55.9;272367.93;265.98;44.12;215039.06;210.0;0.0;0.0
ADM;20/10/2025 20:07;16.7;83.3;12.4;3.5;(0.0, 0.08, 0.08);68.1;10979.04;10.72;31.92;5147.74;5.03;4.5;197.97;0.19;55.9;272367.94;265.98;44.12;215039.06;210.0;0.0;0.0
ADM;20/10/2025 20:07;38.0;62.0;27.9;9.3;(0.0, 0.08, 0.08);68.1;10985.79;10.73;31.88;5140.99;5.02;4.5;197.97;0.19;55.9;272367.96;265.98;44.12;215039.04;210.0;1.16;0.0
ADM;20/10/2025 20:07;38.9;61.1;30.7;6.6;(0.0, 0.08, 0.08);68.6;11056.64;10.8;31.44;5070.14;4.95;4.1;179.08;0.17;55.9;272367.99;265.98;44.12;215039.01;210.0;0.0;0.0
ADM;20/10/2025 20:07;21.8;78.2;14.2;6.9;(0.0, 0.08, 0.08);68.7;11073.29;10.81;31.34;5053.49;4.94;4.1;179.08;0.17;55.9;272368.01;265.98;44.12;215038.99;210.0;0.11;0.0
ADM;20/10/2025 20:07;17.4;82.6;9.7;7.0;(0.0, 0.08, 0.08);68.8;11087.49;10.83;31.25;5039.29;4.92;4.1;179.08;0.17;55.9;272367.99;265.98;44.12;215039.0;210.0;0.0;0.0
ADM;20/10/2025 20:07;18.6;81.4;11.6;6.2;(0.0, 0.07, 0.08);68.5;11041.26;10.78;31.53;5085.52;4.97;4.1;179.08;0.17;55.9;272368.01;265.98;44.12;215038.99;210.0;0.3;0.0
ADM;20/10/2025 20:07;10.0;90.0;5.4;3.9;(0.0, 0.07, 0.08);68.6;11067.34;10.81;31.37;5059.44;4.94;4.1;179.08;0.17;55.9;272365.44;265.98;44.12;215041.55;210.0;0.14;0.0
ADM;20/10/2025 20:07;10.0;90.0;4.6;4.2;(0.0, 0.07, 0.08);67.9;10953.51;10.7;32.08;5173.27;5.05;4.1;179.08;0.17;55.9;272365.44;265.98;44.12;215041.55;210.0;0.0;0.0
ADM;20/10/2025 20:07;21.0;79.0;15.6;5.1;(0.0, 0.07, 0.08);68.1;10989.88;10.73;31.85;5136.9;5.02;4.1;179.08;0.17;55.9;272365.71;265.98;44.12;215041.29;210.0;0.03;0.0
ADM;20/10/2025 20:07;10.8;89.2;4.6;4.6;(0.0, 0.07, 0.08);68.0;10961.65;10.7;32.03;5165.13;5.04;4.1;179.08;0.17;55.9;272365.71;265.98;44.12;215041.29;210.0;0.0;0.0
ADM;20/10/2025 20:08;25.9;74.1;19.7;5.4;(0.0, 0.07, 0.08);68.6;11057.64;10.8;31.43;5069.14;4.95;4.1;179.08;0.17;55.9;272366.02;265.98;44.12;215040.98;210.0;28.21;0.03
ADM;20/10/2025 20:08;31.7;68.3;11.3;17.0;(0.0, 0.07, 0.08);68.5;11045.87;10.79;31.51;5080.91;4.96;4.1;179.08;0.17;55.9;272366.23;265.98;44.12;215040.77;210.0;0.0;0.0
ADM;20/10/2025 20:08;45.5;54.5;26.5;14.6;(0.0, 0.07, 0.08);69.5;11206.82;10.94;30.51;4919.96;4.8;4.1;179.08;0.17;55.9;272366.56;265.98;44.12;215040.44;210.0;1.64;0.0
ADM;20/10/2025 20:08;26.1;73.9;16.5;7.7;(0.0, 0.06, 0.08);69.4;11197.93;10.94;30.56;4928.85;4.81;4.1;179.08;0.17;55.9;272366.95;265.98;44.12;215040.04;210.0;0.03;0.0
ADM;20/10/2025 20:08;17.4;82.6;10.1;6.6;(0.0, 0.06, 0.08);69.4;11197.39;10.93;30.57;4929.39;4.81;4.1;179.08;0.17;55.9;272367.14;265.98;44.12;215039.85;210.0;0.0;0.0
ADM;20/10/2025 20:08;12.4;87.6;6.6;4.6;(0.0, 0.06, 0.07);69.6;11222.56;10.96;30.41;4904.22;4.79;4.1;179.08;0.17;55.9;272368.27;265.98;44.12;215038.72;210.0;1.01;0.0
ADM;20/10/2025 20:08;27.2;72.8;15.3;10.0;(0.0, 0.06, 0.07);69.7;11244.06;10.98;30.28;4882.72;4.77;4.1;179.08;0.17;55.9;272368.5;265.98;44.12;215038.5;210.0;0.0;0.0
ADM;20/10/2025 20:08;34.8;65.2;15.5;16.3;(0.0, 0.06, 0.07);68.8;11091.63;10.83;31.22;5035.15;4.92;4.1;179.08;0.17;55.9;272368.54;265.98;44.12;215038.46;210.0;0.13;0.0
ADM;20/10/2025 20:08;22.1;77.9;11.8;8.0;(0.0, 0.06, 0.07);68.8;11091.81;10.83;31.22;5034.97;4.92;4.1;179.08;0.17;55.9;272368.73;265.99;44.12;215038.26;210.0;0.04;0.0
ADM;20/10/2025 20:08;29.4;70.6;19.2;9.0;(0.0, 0.06, 0.07);68.9;11106.9;10.85;31.13;5019.88;4.9;4.1;179.08;0.17;55.9;272369.32;265.99;44.12;215037.68;210.0;0.0;0.0
ADM;20/10/2025 20:09;22.0;78.0;12.7;8.1;(0.0, 0.06, 0.07);69.1;11142.5;10.88;30.91;4984.29;4.87;4.1;179.08;0.17;55.9;272370.01;265.99;44.12;215036.99;210.0;0.71;0.0
ADM;20/10/2025 20:09;17.2;82.8;11.7;5.5;(0.0, 0.05, 0.07);69.0;11132.48;10.87;30.97;4994.3;4.88;4.1;179.08;0.17;55.9;272370.03;265.99;44.12;215036.96;210.0;0.0;0.0
ADM;20/10/2025 20:09;22.3;77.7;13.5;8.1;(0.0, 0.05, 0.07);68.8;11097.87;10.84;31.18;5028.91;4.91;4.1;179.08;0.17;55.9;272370.06;265.99;44.12;215036.94;210.0;2.05;0.0
ADM;20/10/2025 20:09;49.4;50.6;32.0;16.2;(0.32, 0.12, 0.09);71.5;11527.85;11.26;28.52;4598.93;4.49;4.6;202.09;0.2;55.9;272370.99;265.99;44.12;215036.0;210.0;0.09;0.0
ADM;20/10/2025 20:09;36.7;63.3;23.5;10.2;(0.37, 0.13, 0.1);72.1;11631.71;11.36;27.87;4495.07;4.39;4.6;202.09;0.2;55.9;272385.52;266.0;44.12;215021.48;209.98;0.34;0.0
ADM;20/10/2025 20:09;81.5;18.5;61.0;19.3;(0.32, 0.13, 0.1);71.6;11539.38;11.27;28.45;4587.4;4.48;4.6;202.09;0.2;55.9;272374.46;265.99;44.12;215032.54;209.99;13.71;0.01
ADM;20/10/2025 20:09;22.4;77.6;12.7;8.5;(0.29, 0.13, 0.1);70.0;11290.12;11.03;29.99;4836.66;4.72;4.6;202.09;0.2;55.9;272374.42;265.99;44.12;215032.57;209.99;0.0;0.0
ADM;20/10/2025 20:09;5.8;94.2;3.1;2.3;(0.27, 0.12, 0.1);69.3;11168.77;10.91;30.74;4958.01;4.84;4.6;202.09;0.2;55.9;272374.43;265.99;44.12;215032.57;209.99;1.23;0.0
ADM;20/10/2025 20:09;11.5;88.5;5.3;5.0;(0.25, 0.12, 0.1);69.1;11148.02;10.89;30.87;4978.77;4.86;4.6;202.09;0.2;55.9;272374.47;265.99;44.12;215032.53;209.99;0.02;0.0
ADM;20/10/2025 20:09;15.2;84.8;5.7;6.8;(0.23, 0.12, 0.09);69.1;11149.69;10.89;30.86;4977.09;4.86;4.6;202.09;0.2;55.9;272374.45;265.99;44.12;215032.54;209.99;0.0;0.0
ADM;20/10/2025 20:10;9.2;90.8;5.4;3.5;(0.19, 0.12, 0.09);69.3;11181.6;10.92;30.66;4945.18;4.83;4.6;202.09;0.2;55.9;272374.55;265.99;44.12;215032.44;209.99;0.05;0.0
ADM;20/10/2025 20:10;3.1;96.9;2.7;0.4;(0.18, 0.11, 0.09);69.2;11161.09;10.9;30.79;4965.69;4.85;4.6;202.09;0.2;55.9;272375.05;265.99;44.12;215031.94;209.99;0.06;0.0
